instance_id predicted_score
2475218615076601065 0.48794871535935264
398316874173557226 0.5029894063418485
6586402638209028583 0.5014007405497818
1040996105851528465 0.5014492806912227
6316278569655873454 0.4993313480207076
868158305045921978 0.5014492806912227
5713520501786699854 0.49767860183090845
932945015407923184 0.4885081326622675
1919197847086752313 0.49369618620373107
304887065966615346 0.49173339423886164
3282556850371665 0.4892056981879379
8829646398295427742 0.49397006900286655
3177704368658581090 0.4887341584791796
331811904131229654 0.5039027495526466
1529584165704680903 0.49721637169316313
410957802501821801 0.504867407140369
7858701120525579871 0.5073209642933365
1007593432911733192 0.5043233277912972
6933421324008829721 0.4978999428393825
949601458836318592 0.501909081010312
1204371563787795352 0.5072724340951649
6697124581068234934 0.4878833765733926
7458626674337135052 0.48652999550516823
6451011837344535814 0.4842390477432404
4970342844069330588 0.4850880417805116
1311037283502827477 0.4806232597986116
5367830782177104937 0.4911301511041041
130085071580390177 0.4873340247143176
5277248246761080968 0.48804537104760376
8248237544078109435 0.4912850492239631
8160495387552112248 0.48133400747282984
4990633888389156703 0.4877102732596258
5367915129338412746 0.4865402879679357
7166315717760973347 0.4869347712701802
3922408194130789536 0.48202894352339637
3198031054131887410 0.4840707178599171
8381639851093431264 0.4904994040299033
4196377277000518389 0.4950567608778238
7216665137006358861 0.4917519080692117
7657988882068327631 0.4879322134983671
6580538684502645403 0.492693247993856
8285962653536984730 0.4928073271892949
667595007626814688 0.4836963259151554
794637447406319981 0.49346395384747266
1667489879796904413 0.485731160162995
7581478598841084967 0.4852499894957812
272473116112748683 0.4830619356172659
7616847274036607679 0.4837332824239219
3090692985891227788 0.4903412629316835
1497475395995941288 0.48915526978657436
441294948945551728 0.489282502430508
3856621171799337440 0.48532190552204324
7233013970386906908 0.49039998695076487
7782462939020585759 0.4901758316933461
7819341218876328892 0.49338176860889116
8768374492722589767 0.4825764289926632
7699672123093034935 0.4880552220376759
3105846136880438244 0.48698748606366143
6362992075498435257 0.48174941858092213
4633007087835435834 0.49114553816978934
3278116017102114132 0.4859924809314954
5363866899442970684 0.4837386223767365
4763880063818181026 0.4911226186918575
6499417853689436305 0.4907553350397562
8825197220275291270 0.4898370972631676
1702555588196061071 0.48785808421564886
6579068549138521196 0.4872598368882651
6993939747206748437 0.4909644702836239
6426886544329476252 0.48737897223830534
7860426862982048754 0.4869265926517067
2527297114841298382 0.48724441334023816
7933313760459159869 0.4850149931211778
75469955133175158 0.4784059907661007
7906499375892573021 0.4852044013761567
297206904225842053 0.48250881633721954
1277202590313089835 0.4872775430548924
1897838256899211077 0.4881645578235792
6554880088483459971 0.48737897223830534
6235346144393008382 0.48501999129094175
4934006048075874133 0.4810629155704
3434477093176970312 0.4874360477087858
872629453371620942 0.489282502430508
6562540679725413333 0.48013463536365103
2549347096994045410 0.48402515178131494
4114531809002228993 0.49430777419406285
6947254775144460887 0.49260122235973725
4193769699798080591 0.49367551867034754
4299012801018800018 0.48267999994959176
4659062641181513784 0.4858982668992248
5574367751937642699 0.4960907909923771
6074037798572199156 0.4926773738303587
8024877078089305183 0.4895604249794966
3576745609723701102 0.49105279432234133
4387536418119078860 0.4818083797153941
59596392243977340 0.48104568496034433
2091354043474870892 0.4861608758819895
3966382312694618857 0.4911226186918575
7472760435899602494 0.4878851038301852
3198557291404155567 0.48525971355663206
1340012448531949213 0.4829840923662088
8830478013318984291 0.48279526306140474
4750788892877807074 0.4858982668992248
4489273316708706518 0.490784083754706
8244650590101261901 0.4878967967117684
4858740570621533413 0.48253227969726414
6574836078618592522 0.48527368103610835
8043823938478133928 0.49298056532381457
5560933328574734864 0.48765346084257616
3709060275784363998 0.4859164852973431
6202485565760628927 0.4845590228052208
3941947698604231411 0.48737897223830534
1980180280733366382 0.4903412629316835
